,0
0,-0.2653639392627947
1,-0.5305697234773914
2,-0.3349051173512142
3,-0.2622278625026267
4,-0.3199239532920509
5,-0.3294670659166453
6,-0.049732627980066876
7,0.3432691077644502
8,0.03762753519325319
9,1.236471141027886
10,-0.31453046418342245
11,0.6354228412274526
12,0.4625304726097969
13,-0.3692295360051566
14,-0.1316978642274831
15,0.4292114793711485
16,0.1735966262092274
17,-0.4856123898039816
18,0.032034457843270935
19,-0.14497268185960022
20,-0.5659154919799471
21,0.38931373721721174
22,0.5660094249925826
23,-0.5908450733067682
24,0.4807173131687284
25,-0.42153014459852656
26,-0.5589928707825774
27,-0.5067376338739445
28,1.6057330425085359
29,-0.4273297813250203
30,-0.6459707751603395
31,-0.18748286303977635
32,0.20034535344993604
33,-0.41875044877773543
34,-0.27676312927289226
35,-0.1867089376877918
36,-0.0013316543442748294
37,0.35670723664498344
38,-0.18483928887869527
39,-0.3101430158834789
40,-0.8218807866347153
41,0.13868122937637806
42,-0.40775201967455815
43,-0.4810633691905107
44,-0.06982815370232423
45,-0.5197516573067956
46,0.021025669363186627
47,0.772515859511512
48,-0.7289065870880006
49,0.17239380203092416
50,-0.6534480151985388
51,-0.5404309338611719
52,0.3083328010509965
53,-0.3717861523097579
54,0.5893866686243191
55,-0.04739116346084286
56,0.11882494887253067
57,-0.2098381697183693
58,-0.09941897070361555
59,-0.12433300229398084
60,0.004229564718399842
61,-0.35607023927308656
62,0.5018905797519696
63,-0.12144301542774602
64,-0.07012219603712354
65,-0.20715730975541335
66,0.0036269310488247254
67,-0.43039977039094524
68,-0.39483891289760326
69,0.46862695681772243
70,-0.04781384494856986
71,0.2940158480174745
72,-0.7413249847278177
73,0.1731235229590112
74,-0.07627955813842802
75,0.3983092071255142
76,0.4871404025496317
77,-0.3412733177165372
78,-0.34743119120079685
79,-0.26136446146024356
80,-0.06327703425464039
81,0.12981000647933025
82,-1.2448064387006472
83,-0.36784057446982893
84,0.8730196312264811
85,-0.8537452809968314
86,-0.25388030915858256
87,-0.2766103185432644
88,-0.24252840042622345
89,-0.41247599299546694
90,0.34332905487297616
91,0.1824466696568943
92,0.9777729876669432
93,0.4722889738729793
94,-0.28114367736318496
95,-0.34212413820082865
96,-0.2223895181192996
97,0.32110122293901083
98,0.29577827257094846
99,0.03392026982569638
100,-0.8189835968997227
101,-0.43926934475576174
102,-0.21320092933529178
103,-0.4540021726206369
104,-0.52205657187446
105,-0.17453698156810224
106,-0.33000389174563965
107,0.2385577855609487
108,-0.25506774438618146
109,-0.47456355848071696
110,-0.4281688402184082
111,-0.3093300892922858
112,0.7953333722885528
113,-0.23587844330269156
114,0.02237988252877772
115,0.06281021005520855
116,-0.33860040837468647
117,-0.3710839676274545
118,-0.23480243677540558
119,0.05318110579895091
120,-0.3099925437264097
121,-0.6765067350805138
122,0.10836868998714518
123,-0.01335552541835873
124,0.5294402477136965
125,-0.06814884003000374
126,-0.6777406244773466
127,-0.45236971318099145
128,-0.25491195839644215
129,0.15665663201282612
130,-0.45105204651196296
131,-0.255335442806969
132,1.0655390404649576
